"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","NB_VOTANTS","NB_BLANCS_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11"
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,101,1,1,4,"BELSUNCE","PALAIS DE LA BOURSE","9 LA CANEBIERE",1054,1054,414,20,394,17,9,"BARLES Sébastien",64,"PELLICANI Christian",48,"RAYNAUD Corinne",2,"TIAN Dominique",100,"BRYA-BERTRAND Somia",6,"MENNUCCI Patrick",126,"AKROUNE Adrien",4,"DEMEESTER Dominique",38,"ABDOURAMANE Saïd",6,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,102,1,1,4,"BELSUNCE","E MAT HOTEL DES POSTES","2 PCE DE L'HOTEL DES POSTES",680,680,331,14,317,25,9,"BARLES Sébastien",19,"PELLICANI Christian",28,"RAYNAUD Corinne",2,"TIAN Dominique",132,"BRYA-BERTRAND Somia",0,"MENNUCCI Patrick",105,"AKROUNE Adrien",2,"DEMEESTER Dominique",21,"ABDOURAMANE Saïd",8,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,104,1,1,4,"BELSUNCE","E MAT PARMENTIER","7 RUE PARMENTIER",793,793,324,12,312,5,9,"BARLES Sébastien",44,"PELLICANI Christian",37,"RAYNAUD Corinne",2,"TIAN Dominique",77,"BRYA-BERTRAND Somia",1,"MENNUCCI Patrick",128,"AKROUNE Adrien",2,"DEMEESTER Dominique",15,"ABDOURAMANE Saïd",6,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,121,1,1,4,"BELSUNCE","PALAIS DE LA BOURSE","9 LA CANEBIERE",1068,1068,497,19,478,19,9,"BARLES Sébastien",46,"PELLICANI Christian",44,"RAYNAUD Corinne",1,"TIAN Dominique",156,"BRYA-BERTRAND Somia",3,"MENNUCCI Patrick",153,"AKROUNE Adrien",7,"DEMEESTER Dominique",55,"ABDOURAMANE Saïd",13,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,122,1,1,4,"BELSUNCE","PALAIS DE LA BOURSE","9 LA CANEBIERE",1282,1282,581,22,559,11,9,"BARLES Sébastien",68,"PELLICANI Christian",85,"RAYNAUD Corinne",1,"TIAN Dominique",132,"BRYA-BERTRAND Somia",6,"MENNUCCI Patrick",189,"AKROUNE Adrien",8,"DEMEESTER Dominique",50,"ABDOURAMANE Saïd",20,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,125,1,1,4,"BELSUNCE","E ELEM PAIX","56 RUE DE LA PAIX MARCEL PAUL",803,803,449,10,439,17,9,"BARLES Sébastien",30,"PELLICANI Christian",48,"RAYNAUD Corinne",0,"TIAN Dominique",166,"BRYA-BERTRAND Somia",3,"MENNUCCI Patrick",131,"AKROUNE Adrien",2,"DEMEESTER Dominique",50,"ABDOURAMANE Saïd",9,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,126,1,1,4,"BELSUNCE","CENTRE D'ANIMATION SENAC","6 - 8 RUE SENAC",920,920,474,9,465,11,9,"BARLES Sébastien",61,"PELLICANI Christian",85,"RAYNAUD Corinne",2,"TIAN Dominique",93,"BRYA-BERTRAND Somia",4,"MENNUCCI Patrick",170,"AKROUNE Adrien",4,"DEMEESTER Dominique",36,"ABDOURAMANE Saïd",10,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,127,1,1,4,"BELSUNCE","E MAT SAINT VINCENT DE PAUL","12 RUE BARTHELEMY",862,862,441,9,432,12,9,"BARLES Sébastien",45,"PELLICANI Christian",56,"RAYNAUD Corinne",0,"TIAN Dominique",79,"BRYA-BERTRAND Somia",4,"MENNUCCI Patrick",175,"AKROUNE Adrien",3,"DEMEESTER Dominique",61,"ABDOURAMANE Saïd",9,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,128,1,1,4,"BELSUNCE","E MAT SAINT VINCENT DE PAUL","12 RUE BARTHELEMY",1016,1016,556,10,546,16,9,"BARLES Sébastien",66,"PELLICANI Christian",92,"RAYNAUD Corinne",1,"TIAN Dominique",120,"BRYA-BERTRAND Somia",5,"MENNUCCI Patrick",200,"AKROUNE Adrien",3,"DEMEESTER Dominique",50,"ABDOURAMANE Saïd",9,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,141,1,1,4,"GRANDS CARMES","E ELEM KORSEC","ENTREE 3 RUE FRANCOIS BAZIN",829,829,357,13,344,10,9,"BARLES Sébastien",35,"PELLICANI Christian",31,"RAYNAUD Corinne",2,"TIAN Dominique",83,"BRYA-BERTRAND Somia",2,"MENNUCCI Patrick",145,"AKROUNE Adrien",2,"DEMEESTER Dominique",33,"ABDOURAMANE Saïd",11,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,142,1,1,4,"GRANDS CARMES","E ELEM KORSEC","ENTREE 3 RUE FRANCOIS BAZIN",887,887,383,15,368,7,9,"BARLES Sébastien",44,"PELLICANI Christian",31,"RAYNAUD Corinne",1,"TIAN Dominique",91,"BRYA-BERTRAND Somia",2,"MENNUCCI Patrick",154,"AKROUNE Adrien",6,"DEMEESTER Dominique",20,"ABDOURAMANE Saïd",19,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,181,1,1,4,"CINQ AVENUES","E ELEM KORSEC","ENTREE 3 RUE FRANCOIS BAZIN",1269,1269,619,22,597,16,9,"BARLES Sébastien",45,"PELLICANI Christian",85,"RAYNAUD Corinne",3,"TIAN Dominique",170,"BRYA-BERTRAND Somia",8,"MENNUCCI Patrick",227,"AKROUNE Adrien",9,"DEMEESTER Dominique",38,"ABDOURAMANE Saïd",12,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,182,1,1,4,"CINQ AVENUES","E ELEM ABEILLES ANNEXE","40 RUE DES ABEILLES",837,837,440,12,428,17,9,"BARLES Sébastien",42,"PELLICANI Christian",61,"RAYNAUD Corinne",0,"TIAN Dominique",117,"BRYA-BERTRAND Somia",3,"MENNUCCI Patrick",144,"AKROUNE Adrien",2,"DEMEESTER Dominique",43,"ABDOURAMANE Saïd",16,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,183,1,1,4,"CINQ AVENUES","E ELEM ABEILLES ANNEXE","40 RUE DES ABEILLES",1232,1232,662,17,645,15,9,"BARLES Sébastien",70,"PELLICANI Christian",89,"RAYNAUD Corinne",3,"TIAN Dominique",161,"BRYA-BERTRAND Somia",5,"MENNUCCI Patrick",214,"AKROUNE Adrien",1,"DEMEESTER Dominique",85,"ABDOURAMANE Saïd",17,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,184,1,1,4,"CINQ AVENUES","E ELEM ABEILLES","ENTREE 11 RUE DES ABEILLES",1228,1228,594,16,578,27,9,"BARLES Sébastien",65,"PELLICANI Christian",71,"RAYNAUD Corinne",5,"TIAN Dominique",139,"BRYA-BERTRAND Somia",2,"MENNUCCI Patrick",204,"AKROUNE Adrien",4,"DEMEESTER Dominique",72,"ABDOURAMANE Saïd",16,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,186,1,1,4,"CINQ AVENUES","E ELEM ABEILLES","ENTREE 11 RUE DES ABEILLES",1335,1335,716,18,698,15,9,"BARLES Sébastien",56,"PELLICANI Christian",94,"RAYNAUD Corinne",3,"TIAN Dominique",157,"BRYA-BERTRAND Somia",4,"MENNUCCI Patrick",259,"AKROUNE Adrien",5,"DEMEESTER Dominique",99,"ABDOURAMANE Saïd",21,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,187,1,1,4,"CINQ AVENUES","E MAT CONSOLAT","160 RUE CONSOLAT",1318,1318,739,30,709,15,9,"BARLES Sébastien",69,"PELLICANI Christian",65,"RAYNAUD Corinne",3,"TIAN Dominique",209,"BRYA-BERTRAND Somia",5,"MENNUCCI Patrick",223,"AKROUNE Adrien",8,"DEMEESTER Dominique",107,"ABDOURAMANE Saïd",20,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,188,1,1,4,"CINQ AVENUES","E ELEM LEVERRIER","8 PCE LEVERRIER",1316,1316,749,22,727,10,9,"BARLES Sébastien",47,"PELLICANI Christian",77,"RAYNAUD Corinne",5,"TIAN Dominique",211,"BRYA-BERTRAND Somia",6,"MENNUCCI Patrick",210,"AKROUNE Adrien",1,"DEMEESTER Dominique",155,"ABDOURAMANE Saïd",15,,,,
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,201,2,2,4,"GRANDS CARMES","SALLE BARGEMON  HOTEL DE VILLE","PCE VILLENEUVE BARGEMON",829,829,489,12,477,13,11,"BIAGGI Solange",189,"BEN MOHAMED Kaouther",16,"BATOUX Marie",29,"CASELLI Eugène",86,"BONNET Isabelle",3,"DJELLIL Omar",3,"BAURAND Nicolas",1,"MESSAS Lakbir",4,"MARTI Jeanne",73,"NARDUCCI Lisette",70,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,202,2,2,4,"GRANDS CARMES","CENTRE D'ANIMATION ET LOISIRS","13 RUE DES MARTEGALES",704,704,455,10,445,23,11,"BIAGGI Solange",199,"BEN MOHAMED Kaouther",7,"BATOUX Marie",16,"CASELLI Eugène",70,"BONNET Isabelle",2,"DJELLIL Omar",2,"BAURAND Nicolas",0,"MESSAS Lakbir",0,"MARTI Jeanne",60,"NARDUCCI Lisette",87,"CAMILLERI Eddy",2
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,204,2,2,4,"GRANDS CARMES","HOTEL DE VILLE PAVILLON DAVIEL","PCE DU MAZEAU",702,702,413,13,400,20,11,"BIAGGI Solange",106,"BEN MOHAMED Kaouther",23,"BATOUX Marie",46,"CASELLI Eugène",77,"BONNET Isabelle",1,"DJELLIL Omar",1,"BAURAND Nicolas",0,"MESSAS Lakbir",0,"MARTI Jeanne",48,"NARDUCCI Lisette",93,"CAMILLERI Eddy",5
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,231,2,2,4,"GRANDS CARMES","E MAT MOULINS","1 RUE DES MUETTES",711,711,358,16,342,9,11,"BIAGGI Solange",45,"BEN MOHAMED Kaouther",21,"BATOUX Marie",50,"CASELLI Eugène",85,"BONNET Isabelle",3,"DJELLIL Omar",5,"BAURAND Nicolas",1,"MESSAS Lakbir",3,"MARTI Jeanne",35,"NARDUCCI Lisette",91,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,233,2,2,4,"GRANDS CARMES","E ELEM MAJOR","41A  RUE DE L'EVECHE",969,969,576,11,565,12,11,"BIAGGI Solange",147,"BEN MOHAMED Kaouther",36,"BATOUX Marie",45,"CASELLI Eugène",102,"BONNET Isabelle",4,"DJELLIL Omar",0,"BAURAND Nicolas",0,"MESSAS Lakbir",7,"MARTI Jeanne",70,"NARDUCCI Lisette",151,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,235,2,2,4,"GRANDS CARMES","E ELEM MAJOR","41A  RUE DE L'EVECHE",1022,1022,465,17,448,10,11,"BIAGGI Solange",100,"BEN MOHAMED Kaouther",36,"BATOUX Marie",32,"CASELLI Eugène",84,"BONNET Isabelle",8,"DJELLIL Omar",7,"BAURAND Nicolas",0,"MESSAS Lakbir",7,"MARTI Jeanne",59,"NARDUCCI Lisette",109,"CAMILLERI Eddy",6
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,237,2,2,4,"GRANDS CARMES","E MAT FRANCOIS MOISSON","26 RUE FRANCOIS MOISSON",378,378,195,6,189,8,11,"BIAGGI Solange",54,"BEN MOHAMED Kaouther",6,"BATOUX Marie",8,"CASELLI Eugène",34,"BONNET Isabelle",2,"DJELLIL Omar",2,"BAURAND Nicolas",0,"MESSAS Lakbir",8,"MARTI Jeanne",27,"NARDUCCI Lisette",48,"CAMILLERI Eddy",0
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,238,2,2,4,"GRANDS CARMES","E MAT FRANCOIS MOISSON","26 RUE FRANCOIS MOISSON",950,950,489,14,475,12,11,"BIAGGI Solange",80,"BEN MOHAMED Kaouther",35,"BATOUX Marie",57,"CASELLI Eugène",98,"BONNET Isabelle",2,"DJELLIL Omar",8,"BAURAND Nicolas",2,"MESSAS Lakbir",15,"MARTI Jeanne",39,"NARDUCCI Lisette",133,"CAMILLERI Eddy",6
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,251,2,2,4,"GRANDS CARMES","E MAT DAMES","6 RUE DU TERRAS",921,921,342,10,332,12,11,"BIAGGI Solange",68,"BEN MOHAMED Kaouther",22,"BATOUX Marie",16,"CASELLI Eugène",81,"BONNET Isabelle",4,"DJELLIL Omar",14,"BAURAND Nicolas",0,"MESSAS Lakbir",7,"MARTI Jeanne",37,"NARDUCCI Lisette",80,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,252,2,2,4,"GRANDS CARMES","E MAT DAMES","6 RUE DU TERRAS",1362,1362,666,20,646,12,11,"BIAGGI Solange",153,"BEN MOHAMED Kaouther",25,"BATOUX Marie",48,"CASELLI Eugène",134,"BONNET Isabelle",10,"DJELLIL Omar",23,"BAURAND Nicolas",2,"MESSAS Lakbir",15,"MARTI Jeanne",97,"NARDUCCI Lisette",136,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,253,2,2,4,"GRANDS CARMES","E MAT VINCENT LEBLANC","36 RUE VINCENT LEBLANC",972,972,420,17,403,1,11,"BIAGGI Solange",114,"BEN MOHAMED Kaouther",16,"BATOUX Marie",26,"CASELLI Eugène",87,"BONNET Isabelle",3,"DJELLIL Omar",1,"BAURAND Nicolas",0,"MESSAS Lakbir",11,"MARTI Jeanne",61,"NARDUCCI Lisette",82,"CAMILLERI Eddy",2
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,254,2,2,4,"GRANDS CARMES","E ELEM VINCENT LEBLANC","32 RUE VINCENT LEBLANC",1066,1066,534,16,518,14,11,"BIAGGI Solange",139,"BEN MOHAMED Kaouther",29,"BATOUX Marie",30,"CASELLI Eugène",100,"BONNET Isabelle",2,"DJELLIL Omar",1,"BAURAND Nicolas",0,"MESSAS Lakbir",5,"MARTI Jeanne",79,"NARDUCCI Lisette",130,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,255,2,2,4,"GRANDS CARMES","E ELEM VINCENT LEBLANC","32 RUE VINCENT LEBLANC",1066,1066,455,19,436,16,11,"BIAGGI Solange",123,"BEN MOHAMED Kaouther",24,"BATOUX Marie",27,"CASELLI Eugène",88,"BONNET Isabelle",5,"DJELLIL Omar",1,"BAURAND Nicolas",1,"MESSAS Lakbir",8,"MARTI Jeanne",55,"NARDUCCI Lisette",103,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,281,2,2,4,"GRANDS CARMES","E ELEM MADRAGUE VILLE","141 CHE DE LA MADRAGUE VILLE",442,442,191,2,189,6,11,"BIAGGI Solange",49,"BEN MOHAMED Kaouther",10,"BATOUX Marie",12,"CASELLI Eugène",22,"BONNET Isabelle",1,"DJELLIL Omar",0,"BAURAND Nicolas",1,"MESSAS Lakbir",0,"MARTI Jeanne",60,"NARDUCCI Lisette",33,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,301,3,2,4,"BELLE DE MAI","E ELEM PEYSSONNEL","ENTREE 3 RUE DE RUFFI",651,651,297,7,290,5,11,"BIAGGI Solange",97,"BEN MOHAMED Kaouther",11,"BATOUX Marie",6,"CASELLI Eugène",37,"BONNET Isabelle",2,"DJELLIL Omar",7,"BAURAND Nicolas",0,"MESSAS Lakbir",1,"MARTI Jeanne",59,"NARDUCCI Lisette",69,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,302,3,2,4,"BELLE DE MAI","E MAT PEYSSONNEL","16 RUE PEYSSONNEL",700,700,336,11,325,5,11,"BIAGGI Solange",90,"BEN MOHAMED Kaouther",16,"BATOUX Marie",19,"CASELLI Eugène",46,"BONNET Isabelle",1,"DJELLIL Omar",3,"BAURAND Nicolas",1,"MESSAS Lakbir",2,"MARTI Jeanne",71,"NARDUCCI Lisette",76,"CAMILLERI Eddy",0
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,303,3,2,4,"BELLE DE MAI","E MAT PEYSSONNEL","16 RUE PEYSSONNEL",702,702,372,14,358,4,11,"BIAGGI Solange",114,"BEN MOHAMED Kaouther",11,"BATOUX Marie",8,"CASELLI Eugène",46,"BONNET Isabelle",5,"DJELLIL Omar",6,"BAURAND Nicolas",0,"MESSAS Lakbir",2,"MARTI Jeanne",82,"NARDUCCI Lisette",83,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,351,3,2,4,"BELLE DE MAI","E MAT SAINT CHARLES I","47 RUE LUCIEN ROLMER",809,809,429,9,420,5,11,"BIAGGI Solange",97,"BEN MOHAMED Kaouther",15,"BATOUX Marie",20,"CASELLI Eugène",62,"BONNET Isabelle",5,"DJELLIL Omar",6,"BAURAND Nicolas",1,"MESSAS Lakbir",4,"MARTI Jeanne",65,"NARDUCCI Lisette",144,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,352,3,2,4,"BELLE DE MAI","E ELEM SAINT CHARLES II","36 RUE DU 141EME R.I.A.",1179,1179,485,15,470,6,11,"BIAGGI Solange",100,"BEN MOHAMED Kaouther",30,"BATOUX Marie",32,"CASELLI Eugène",95,"BONNET Isabelle",6,"DJELLIL Omar",10,"BAURAND Nicolas",2,"MESSAS Lakbir",1,"MARTI Jeanne",78,"NARDUCCI Lisette",108,"CAMILLERI Eddy",8
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,353,3,2,4,"BELLE DE MAI","E ELEM KLEBER","ENTREE 11 RUE D'AMIENS",783,783,319,7,312,2,11,"BIAGGI Solange",71,"BEN MOHAMED Kaouther",24,"BATOUX Marie",15,"CASELLI Eugène",52,"BONNET Isabelle",6,"DJELLIL Omar",11,"BAURAND Nicolas",2,"MESSAS Lakbir",1,"MARTI Jeanne",34,"NARDUCCI Lisette",93,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,354,3,2,4,"BELLE DE MAI","E MAT KLEBER","27 RUE KLEBER",920,920,373,9,364,3,11,"BIAGGI Solange",93,"BEN MOHAMED Kaouther",16,"BATOUX Marie",14,"CASELLI Eugène",61,"BONNET Isabelle",3,"DJELLIL Omar",5,"BAURAND Nicolas",0,"MESSAS Lakbir",5,"MARTI Jeanne",71,"NARDUCCI Lisette",91,"CAMILLERI Eddy",5
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,356,3,2,4,"BELLE DE MAI","E MAT FONSCOLOMBE","7 RUE ANDRE CHAMSON",1370,1370,550,25,525,5,11,"BIAGGI Solange",127,"BEN MOHAMED Kaouther",33,"BATOUX Marie",31,"CASELLI Eugène",90,"BONNET Isabelle",7,"DJELLIL Omar",21,"BAURAND Nicolas",1,"MESSAS Lakbir",3,"MARTI Jeanne",57,"NARDUCCI Lisette",152,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,357,3,2,4,"SAINT MAURONT","E ELEM PARC BELLEVUE","143 RUE FELIX PYAT",1205,1205,438,15,423,6,11,"BIAGGI Solange",67,"BEN MOHAMED Kaouther",44,"BATOUX Marie",20,"CASELLI Eugène",107,"BONNET Isabelle",1,"DJELLIL Omar",10,"BAURAND Nicolas",1,"MESSAS Lakbir",11,"MARTI Jeanne",34,"NARDUCCI Lisette",128,"CAMILLERI Eddy",0
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,358,3,2,4,"SAINT MAURONT","E ELEM PARC BELLEVUE","143 RUE FELIX PYAT",1500,1500,550,18,532,1,11,"BIAGGI Solange",93,"BEN MOHAMED Kaouther",32,"BATOUX Marie",23,"CASELLI Eugène",124,"BONNET Isabelle",4,"DJELLIL Omar",8,"BAURAND Nicolas",1,"MESSAS Lakbir",13,"MARTI Jeanne",36,"NARDUCCI Lisette",196,"CAMILLERI Eddy",2
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,360,3,2,4,"SAINT MAURONT","E MAT REVOLUTION ANNEXE II","55 AVE EDOUARD VAILLANT",868,868,414,11,403,3,11,"BIAGGI Solange",85,"BEN MOHAMED Kaouther",14,"BATOUX Marie",35,"CASELLI Eugène",56,"BONNET Isabelle",4,"DJELLIL Omar",6,"BAURAND Nicolas",0,"MESSAS Lakbir",21,"MARTI Jeanne",93,"NARDUCCI Lisette",86,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,361,3,2,4,"SAINT MAURONT","E ELEM REVOLUTION","38 ET 47 RUE DU JET D'EAU",563,563,241,5,236,1,11,"BIAGGI Solange",47,"BEN MOHAMED Kaouther",13,"BATOUX Marie",23,"CASELLI Eugène",30,"BONNET Isabelle",2,"DJELLIL Omar",1,"BAURAND Nicolas",0,"MESSAS Lakbir",17,"MARTI Jeanne",49,"NARDUCCI Lisette",49,"CAMILLERI Eddy",5
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,362,3,2,4,"SAINT MAURONT","E ELEM REVOLUTION","38 ET 47 RUE DU JET D'EAU",1001,1001,417,12,405,5,11,"BIAGGI Solange",107,"BEN MOHAMED Kaouther",20,"BATOUX Marie",39,"CASELLI Eugène",51,"BONNET Isabelle",2,"DJELLIL Omar",0,"BAURAND Nicolas",2,"MESSAS Lakbir",28,"MARTI Jeanne",81,"NARDUCCI Lisette",71,"CAMILLERI Eddy",4
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,363,3,2,4,"SAINT MAURONT","E MAT POMMIER","3 RUE POMMIER",1248,1248,476,18,458,5,11,"BIAGGI Solange",91,"BEN MOHAMED Kaouther",40,"BATOUX Marie",43,"CASELLI Eugène",72,"BONNET Isabelle",0,"DJELLIL Omar",6,"BAURAND Nicolas",0,"MESSAS Lakbir",25,"MARTI Jeanne",84,"NARDUCCI Lisette",94,"CAMILLERI Eddy",3
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,364,3,2,4,"BELLE DE MAI","E MAT POMMIER","6 RUE POMMIER",851,851,377,10,367,6,11,"BIAGGI Solange",78,"BEN MOHAMED Kaouther",18,"BATOUX Marie",34,"CASELLI Eugène",57,"BONNET Isabelle",4,"DJELLIL Omar",4,"BAURAND Nicolas",1,"MESSAS Lakbir",6,"MARTI Jeanne",64,"NARDUCCI Lisette",100,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,365,3,2,4,"BELLE DE MAI","E ELEM NATIONAL","175 BD NATIONAL",523,523,225,5,220,6,11,"BIAGGI Solange",33,"BEN MOHAMED Kaouther",8,"BATOUX Marie",25,"CASELLI Eugène",35,"BONNET Isabelle",0,"DJELLIL Omar",5,"BAURAND Nicolas",1,"MESSAS Lakbir",0,"MARTI Jeanne",70,"NARDUCCI Lisette",38,"CAMILLERI Eddy",5
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,366,3,2,4,"BELLE DE MAI","E MAT POMMIER","6 RUE POMMIER",1189,1189,519,12,507,8,11,"BIAGGI Solange",96,"BEN MOHAMED Kaouther",28,"BATOUX Marie",47,"CASELLI Eugène",85,"BONNET Isabelle",5,"DJELLIL Omar",10,"BAURAND Nicolas",5,"MESSAS Lakbir",12,"MARTI Jeanne",86,"NARDUCCI Lisette",128,"CAMILLERI Eddy",5
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,368,3,2,4,"BELLE DE MAI","E ELEM BERNARD CADENAT","3 PCE BERNARD CADENAT",904,904,416,11,405,10,11,"BIAGGI Solange",75,"BEN MOHAMED Kaouther",20,"BATOUX Marie",43,"CASELLI Eugène",52,"BONNET Isabelle",4,"DJELLIL Omar",2,"BAURAND Nicolas",0,"MESSAS Lakbir",11,"MARTI Jeanne",95,"NARDUCCI Lisette",96,"CAMILLERI Eddy",7
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,369,3,2,4,"BELLE DE MAI","E ELEM BERNARD CADENAT","3 PCE BERNARD CADENAT",606,606,297,13,284,4,11,"BIAGGI Solange",56,"BEN MOHAMED Kaouther",16,"BATOUX Marie",26,"CASELLI Eugène",49,"BONNET Isabelle",3,"DJELLIL Omar",1,"BAURAND Nicolas",1,"MESSAS Lakbir",17,"MARTI Jeanne",75,"NARDUCCI Lisette",39,"CAMILLERI Eddy",1
"ELECTIONS MUNICIPALES 2014",1,"2014-03-23","MARSEILLE",21130055300016,370,3,2,4,"BELLE DE MAI","MAISON POUR TOUS BELLE DE MAI","1 BD BOYER",958,958,455,11,444,7,11,"BIAGGI Solange",122,"BEN MOHAMED Kaouther",20,"BATOUX Marie",32,"CASELLI Eugène",51,"BONNET Isabelle",2,"DJELLIL Omar",6,"BAURAND Nicolas",6,"MESSAS Lakbir",26,"MARTI Jeanne",97,"NARDUCCI Lisette",77,"CAMILLERI Eddy",5
