"NOM_ELECTION","NUMERO_TOUR","DATE_ELECTION","NOM_COLLECTIVITE","ID_COLLECTIVITE","NUMERO_BUREAU_VOTE","ARRONDISSEMENT","SECTEUR","CIRCONSCRIPTION","CANTON","NOM_BUREAU_VOTE","ADRESSE","NB_INSCRIT_THEORIQUE","NB_INSCRITS_DEPOUILLES","VOTANTS","NB_BLANCS","NB_NULS","NB_EXPRIMES","NB_PROCURATIONS","NB_CANDIDATS","NOM_CANDIDAT_01","NB_VOIX_CANDIDAT_01","NOM_CANDIDAT_02","NB_VOIX_CANDIDAT_02","NOM_CANDIDAT_03","NB_VOIX_CANDIDAT_03","NOM_CANDIDAT_04","NB_VOIX_CANDIDAT_04","NOM_CANDIDAT_05","NB_VOIX_CANDIDAT_05","NOM_CANDIDAT_06","NB_VOIX_CANDIDAT_06","NOM_CANDIDAT_07","NB_VOIX_CANDIDAT_07","NOM_CANDIDAT_08","NB_VOIX_CANDIDAT_08","NOM_CANDIDAT_09","NB_VOIX_CANDIDAT_09","NOM_CANDIDAT_10","NB_VOIX_CANDIDAT_10","NOM_CANDIDAT_11","NB_VOIX_CANDIDAT_11","NOM_CANDIDAT_12","NB_VOIX_CANDIDAT_12","NOM_CANDIDAT_13","NB_VOIX_CANDIDAT_13","NOM_CANDIDAT_14","NB_VOIX_CANDIDAT_14","NOM_CANDIDAT_15","NB_VOIX_CANDIDAT_15","NOM_CANDIDAT_16","NB_VOIX_CANDIDAT_16","NOM_CANDIDAT_17","NB_VOIX_CANDIDAT_17","NOM_CANDIDAT_18","NB_VOIX_CANDIDAT_18","NOM_CANDIDAT_19","NB_VOIX_CANDIDAT_19","NOM_CANDIDAT_20","NB_VOIX_CANDIDAT_20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,973,9,5,6,"20 - MARSEILLE 9","E MAT VALMANTE","81 CHE JEAN ROUBIN",867,865,258,3,6,249,4,7,"SIF Aïcha",46,"BEZ Eléonore",61,"SIMON Nathalie",20,"PONCELET Zoé",5,"MENCHON Hervé",27,"GOY Sophie",19,"ROYER-PERREAUT Lionel",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,974,9,5,6,"20 - MARSEILLE 9","E MAT MAZARGUES VACCARO","50 BD DU MARECHAL KOENIG",1417,1416,515,1,10,504,13,7,"SIF Aïcha",80,"BEZ Eléonore",88,"SIMON Nathalie",58,"PONCELET Zoé",14,"MENCHON Hervé",61,"GOY Sophie",46,"ROYER-PERREAUT Lionel",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,975,9,5,6,"20 - MARSEILLE 9","E MAT LUMINY","33 AVE DE LUMINY",466,461,141,1,1,139,5,7,"SIF Aïcha",24,"BEZ Eléonore",29,"SIMON Nathalie",12,"PONCELET Zoé",2,"MENCHON Hervé",10,"GOY Sophie",8,"ROYER-PERREAUT Lionel",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,976,9,5,6,"20 - MARSEILLE 9","E MAT VALMANTE","81 CHE JEAN ROUBIN",1106,1108,300,2,8,290,3,7,"SIF Aïcha",47,"BEZ Eléonore",73,"SIMON Nathalie",31,"PONCELET Zoé",10,"MENCHON Hervé",37,"GOY Sophie",23,"ROYER-PERREAUT Lionel",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,977,9,5,6,"21 - MARSEILLE 10","E ELEM CABOT NAZURY","ENTREE AVE CAMPAGNE BERGER",1247,1250,452,1,5,446,0,7,"SIF Aïcha",62,"BEZ Eléonore",86,"SIMON Nathalie",50,"PONCELET Zoé",10,"MENCHON Hervé",45,"GOY Sophie",43,"ROYER-PERREAUT Lionel",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,978,9,5,6,"20 - MARSEILLE 9","E ELEM CALANQUES","139 CHE DE SORMIOU",1492,1485,494,16,0,478,16,7,"SIF Aïcha",99,"BEZ Eléonore",82,"SIMON Nathalie",48,"PONCELET Zoé",19,"MENCHON Hervé",54,"GOY Sophie",33,"ROYER-PERREAUT Lionel",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,979,9,5,6,"20 - MARSEILLE 9","E ELEM BAUME","9 AVE COLGATE",907,905,286,3,5,278,3,7,"SIF Aïcha",46,"BEZ Eléonore",79,"SIMON Nathalie",25,"PONCELET Zoé",10,"MENCHON Hervé",33,"GOY Sophie",19,"ROYER-PERREAUT Lionel",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,980,9,5,6,"20 - MARSEILLE 9","E MAT PARC BERGER","AVE DE LA CAMPAGNE BERGER",1366,1360,541,4,5,532,20,7,"SIF Aïcha",85,"BEZ Eléonore",60,"SIMON Nathalie",85,"PONCELET Zoé",3,"MENCHON Hervé",61,"GOY Sophie",71,"ROYER-PERREAUT Lionel",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1001,10,5,6,"22 - MARSEILLE 11","E ELEM MENPENTI","161 AVE DE TOULON",640,654,181,3,4,174,2,7,"SIF Aïcha",31,"BEZ Eléonore",32,"SIMON Nathalie",25,"PONCELET Zoé",9,"MENCHON Hervé",20,"GOY Sophie",10,"ROYER-PERREAUT Lionel",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1002,10,5,6,"21 - MARSEILLE 10","E MAT CAPELETTE","13 BD DE LA BARNIERE",1613,1594,391,9,5,377,3,7,"SIF Aïcha",54,"BEZ Eléonore",74,"SIMON Nathalie",38,"PONCELET Zoé",25,"MENCHON Hervé",34,"GOY Sophie",27,"ROYER-PERREAUT Lionel",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1003,10,5,1,"22 - MARSEILLE 11","E MAT TIMONE","96 AVE DE LA TIMONE",1167,1168,327,2,3,322,3,7,"SIF Aïcha",54,"BEZ Eléonore",97,"SIMON Nathalie",25,"PONCELET Zoé",13,"MENCHON Hervé",34,"GOY Sophie",23,"ROYER-PERREAUT Lionel",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1004,10,5,1,"22 - MARSEILLE 11","E ELEM TIMONE","23 RUE ROGER MATHURIN",933,939,335,4,6,325,6,7,"SIF Aïcha",65,"BEZ Eléonore",109,"SIMON Nathalie",36,"PONCELET Zoé",10,"MENCHON Hervé",27,"GOY Sophie",21,"ROYER-PERREAUT Lionel",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1005,10,5,6,"22 - MARSEILLE 11","E ELEM TIMONE","23 RUE ROGER MATHURIN",996,973,289,3,8,278,2,7,"SIF Aïcha",50,"BEZ Eléonore",67,"SIMON Nathalie",31,"PONCELET Zoé",14,"MENCHON Hervé",27,"GOY Sophie",22,"ROYER-PERREAUT Lionel",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1006,10,5,6,"21 - MARSEILLE 10","E ELEM CAPELETTE","2 RUE LAUGIER",1391,1376,330,3,3,324,3,7,"SIF Aïcha",61,"BEZ Eléonore",68,"SIMON Nathalie",20,"PONCELET Zoé",28,"MENCHON Hervé",20,"GOY Sophie",23,"ROYER-PERREAUT Lionel",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1007,10,5,6,"21 - MARSEILLE 10","E MAT CAPELETTE","13 BD DE LA BARNIERE",842,833,271,0,10,261,3,7,"SIF Aïcha",32,"BEZ Eléonore",65,"SIMON Nathalie",22,"PONCELET Zoé",21,"MENCHON Hervé",19,"GOY Sophie",9,"ROYER-PERREAUT Lionel",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1008,10,5,6,"21 - MARSEILLE 10","E ELEM CAPELETTE MIREILLE LAUZE","131 BD MIREILLE LAUZE",716,711,218,4,3,211,0,7,"SIF Aïcha",26,"BEZ Eléonore",55,"SIMON Nathalie",27,"PONCELET Zoé",8,"MENCHON Hervé",18,"GOY Sophie",12,"ROYER-PERREAUT Lionel",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1009,10,5,6,"22 - MARSEILLE 11","E ELEM CAPELETTE MIREILLE LAUZE","131 BD MIREILLE LAUZE",370,368,99,1,1,97,0,7,"SIF Aïcha",8,"BEZ Eléonore",28,"SIMON Nathalie",7,"PONCELET Zoé",11,"MENCHON Hervé",3,"GOY Sophie",2,"ROYER-PERREAUT Lionel",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1021,10,5,6,"22 - MARSEILLE 11","E ELEM MENPENTI","161 AVE DE TOULON",929,919,289,3,4,282,4,7,"SIF Aïcha",61,"BEZ Eléonore",62,"SIMON Nathalie",30,"PONCELET Zoé",11,"MENCHON Hervé",32,"GOY Sophie",21,"ROYER-PERREAUT Lionel",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1022,10,5,6,"22 - MARSEILLE 11","E MAT CAP EST","45 RUE CHARLES CERRATO",1073,1064,375,4,5,366,11,7,"SIF Aïcha",59,"BEZ Eléonore",74,"SIMON Nathalie",28,"PONCELET Zoé",21,"MENCHON Hervé",37,"GOY Sophie",30,"ROYER-PERREAUT Lionel",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1041,10,5,1,"19 - MARSEILLE 8","E ELEM SAINT LOUP CENTRE","103 BD DE SAINT LOUP",871,872,314,1,5,308,8,7,"SIF Aïcha",45,"BEZ Eléonore",60,"SIMON Nathalie",33,"PONCELET Zoé",16,"MENCHON Hervé",22,"GOY Sophie",15,"ROYER-PERREAUT Lionel",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1061,10,5,6,"21 - MARSEILLE 10","GR SCOL PONT DE VIVAUX SACOMAN","200 BD ROMAIN ROLLAND",1237,1227,376,9,13,354,2,7,"SIF Aïcha",54,"BEZ Eléonore",109,"SIMON Nathalie",30,"PONCELET Zoé",11,"MENCHON Hervé",37,"GOY Sophie",25,"ROYER-PERREAUT Lionel",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1062,10,5,6,"19 - MARSEILLE 8","GR SCOL PONT DE VIVAUX SACOMAN","200 BD ROMAIN ROLLAND",1099,1067,228,1,6,221,6,7,"SIF Aïcha",35,"BEZ Eléonore",57,"SIMON Nathalie",22,"PONCELET Zoé",13,"MENCHON Hervé",18,"GOY Sophie",5,"ROYER-PERREAUT Lionel",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1063,10,5,6,"19 - MARSEILLE 8","E MAT SAINT LOUP CASTEL JOLI","23 RUE PIERRE DOIZE",861,858,217,10,0,207,0,7,"SIF Aïcha",25,"BEZ Eléonore",45,"SIMON Nathalie",29,"PONCELET Zoé",10,"MENCHON Hervé",9,"GOY Sophie",5,"ROYER-PERREAUT Lionel",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1064,10,5,6,"21 - MARSEILLE 10","GR SCOL PONT DE VIVAUX SACOMAN","200 BD ROMAIN ROLLAND",1162,1168,333,3,5,325,2,7,"SIF Aïcha",39,"BEZ Eléonore",74,"SIMON Nathalie",33,"PONCELET Zoé",6,"MENCHON Hervé",18,"GOY Sophie",14,"ROYER-PERREAUT Lionel",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1065,10,5,6,"21 - MARSEILLE 10","E ELEM LA SAUVAGERE","253 BD ROMAIN ROLLAND",1233,1230,249,0,7,242,4,7,"SIF Aïcha",28,"BEZ Eléonore",22,"SIMON Nathalie",18,"PONCELET Zoé",38,"MENCHON Hervé",20,"GOY Sophie",22,"ROYER-PERREAUT Lionel",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1066,10,5,6,"21 - MARSEILLE 10","E ELEM SAINT TRONC LA ROSE","225 BD PAUL CLAUDEL",1158,1165,385,0,7,378,3,7,"SIF Aïcha",38,"BEZ Eléonore",86,"SIMON Nathalie",33,"PONCELET Zoé",7,"MENCHON Hervé",25,"GOY Sophie",18,"ROYER-PERREAUT Lionel",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1067,10,5,6,"21 - MARSEILLE 10","E ELEM SAINT TRONC LA ROSE","225 BD PAUL CLAUDEL",1274,1267,332,1,7,324,6,7,"SIF Aïcha",32,"BEZ Eléonore",86,"SIMON Nathalie",25,"PONCELET Zoé",6,"MENCHON Hervé",26,"GOY Sophie",17,"ROYER-PERREAUT Lionel",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1068,10,5,6,"19 - MARSEILLE 8","E ELEM SAINT TRONC CASTELROC","ENTREE 1 RUE ANDRE AUDOLI",1172,1174,340,1,5,334,4,7,"SIF Aïcha",46,"BEZ Eléonore",84,"SIMON Nathalie",29,"PONCELET Zoé",10,"MENCHON Hervé",25,"GOY Sophie",14,"ROYER-PERREAUT Lionel",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1069,10,5,6,"19 - MARSEILLE 8","E ELEM SAINT TRONC CASTELROC","ENTREE 1 RUE ANDRE AUDOLI",1151,1141,337,6,6,325,0,7,"SIF Aïcha",45,"BEZ Eléonore",89,"SIMON Nathalie",23,"PONCELET Zoé",6,"MENCHON Hervé",24,"GOY Sophie",18,"ROYER-PERREAUT Lionel",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1070,10,5,6,"19 - MARSEILLE 8","E ELEM SAINT TRONC CASTELROC","ENTREE 1 RUE ANDRE AUDOLI",1138,1145,316,0,2,314,2,7,"SIF Aïcha",41,"BEZ Eléonore",55,"SIMON Nathalie",29,"PONCELET Zoé",11,"MENCHON Hervé",38,"GOY Sophie",27,"ROYER-PERREAUT Lionel",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1071,10,5,6,"19 - MARSEILLE 8","E ELEM SAINT TRONC LA ROSE","225 BD PAUL CLAUDEL",847,856,224,2,3,219,4,7,"SIF Aïcha",32,"BEZ Eléonore",52,"SIMON Nathalie",20,"PONCELET Zoé",11,"MENCHON Hervé",19,"GOY Sophie",7,"ROYER-PERREAUT Lionel",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1072,10,5,6,"19 - MARSEILLE 8","E MAT CHANTE PERDRIX","30 TRA DE CHANTE PERDRIX",1029,1021,264,1,4,259,10,7,"SIF Aïcha",23,"BEZ Eléonore",70,"SIMON Nathalie",22,"PONCELET Zoé",9,"MENCHON Hervé",20,"GOY Sophie",12,"ROYER-PERREAUT Lionel",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1073,10,5,6,"19 - MARSEILLE 8","E MAT TROIS PONTS","96 TRA DE CHANTE PERDRIX",1253,1259,394,0,4,390,5,7,"SIF Aïcha",71,"BEZ Eléonore",100,"SIMON Nathalie",32,"PONCELET Zoé",25,"MENCHON Hervé",40,"GOY Sophie",18,"ROYER-PERREAUT Lionel",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1074,10,5,6,"19 - MARSEILLE 8","E ELEM SAINT TRONC CASTELROC","ENTREE 1 RUE ANDRE AUDOLI",1082,1091,261,2,6,253,10,7,"SIF Aïcha",35,"BEZ Eléonore",76,"SIMON Nathalie",27,"PONCELET Zoé",4,"MENCHON Hervé",17,"GOY Sophie",17,"ROYER-PERREAUT Lionel",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1075,10,5,6,"19 - MARSEILLE 8","E MAT SAINT LOUP CASTEL JOLI","23 RUE PIERRE DOIZE",1050,1050,306,2,4,300,5,7,"SIF Aïcha",54,"BEZ Eléonore",66,"SIMON Nathalie",31,"PONCELET Zoé",8,"MENCHON Hervé",26,"GOY Sophie",12,"ROYER-PERREAUT Lionel",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1076,10,5,1,"19 - MARSEILLE 8","E MAT SAINT LOUP CENTRE","103 BD DE SAINT LOUP",1159,1152,350,2,9,339,0,7,"SIF Aïcha",55,"BEZ Eléonore",93,"SIMON Nathalie",28,"PONCELET Zoé",13,"MENCHON Hervé",36,"GOY Sophie",21,"ROYER-PERREAUT Lionel",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1077,10,5,6,"19 - MARSEILLE 8","E MAT SAINT THYS","1 RUE SAINT AUGUSTIN",1108,1110,231,2,9,220,5,7,"SIF Aïcha",25,"BEZ Eléonore",43,"SIMON Nathalie",27,"PONCELET Zoé",39,"MENCHON Hervé",17,"GOY Sophie",6,"ROYER-PERREAUT Lionel",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1078,10,5,1,"19 - MARSEILLE 8","GR SCOL CHATEAU SAINT CYR","65 CR VALBARELLE A ST MARCEL",781,785,184,5,1,178,2,7,"SIF Aïcha",23,"BEZ Eléonore",47,"SIMON Nathalie",20,"PONCELET Zoé",11,"MENCHON Hervé",11,"GOY Sophie",5,"ROYER-PERREAUT Lionel",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1079,10,5,1,"19 - MARSEILLE 8","GR SCOL CHATEAU SAINT CYR","65 CR VALBARELLE A ST MARCEL",944,951,258,2,5,251,6,7,"SIF Aïcha",37,"BEZ Eléonore",67,"SIMON Nathalie",23,"PONCELET Zoé",4,"MENCHON Hervé",39,"GOY Sophie",22,"ROYER-PERREAUT Lionel",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1080,10,5,6,"19 - MARSEILLE 8","E MAT CHANTE PERDRIX","30 TRA DE CHANTE PERDRIX",1117,1114,360,3,9,348,4,7,"SIF Aïcha",38,"BEZ Eléonore",90,"SIMON Nathalie",47,"PONCELET Zoé",13,"MENCHON Hervé",32,"GOY Sophie",16,"ROYER-PERREAUT Lionel",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1101,11,6,1,"19 - MARSEILLE 8","GR SCOL CITE MICHELIS","33 AVE DU PONTET",1276,1270,392,4,16,372,3,8,"MANIN Hervé",3,"OHANESSIAN Yannick",53,"SIGNES Jean-Marc",42,"CHAMASSIAN Pascal",17,"ALLISIO Franck",105,"ASSANTE Robert",25,"RAVIER Julien",118,"DE CAMBIAIRE François",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1102,11,6,1,"19 - MARSEILLE 8","GR SCOL CITE MICHELIS","33 AVE DU PONTET",1016,1012,273,3,2,268,3,8,"MANIN Hervé",3,"OHANESSIAN Yannick",30,"SIGNES Jean-Marc",16,"CHAMASSIAN Pascal",7,"ALLISIO Franck",95,"ASSANTE Robert",13,"RAVIER Julien",85,"DE CAMBIAIRE François",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1103,11,6,1,"19 - MARSEILLE 8","GR SCOL NEREIDES","113 RUE DE LA GRANIERE",1007,1003,250,4,5,241,5,8,"MANIN Hervé",4,"OHANESSIAN Yannick",14,"SIGNES Jean-Marc",14,"CHAMASSIAN Pascal",9,"ALLISIO Franck",30,"ASSANTE Robert",38,"RAVIER Julien",68,"DE CAMBIAIRE François",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1150,11,6,1,"19 - MARSEILLE 8","E MAT CHATEAU SAINT JACQUES","56 BD DE LA VALBARELLE",813,816,214,4,0,210,4,8,"MANIN Hervé",0,"OHANESSIAN Yannick",30,"SIGNES Jean-Marc",12,"CHAMASSIAN Pascal",2,"ALLISIO Franck",67,"ASSANTE Robert",13,"RAVIER Julien",72,"DE CAMBIAIRE François",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTIONS MUNICIPALES 2020",1,2020-03-15,"MARSEILLE",21130055300031,1151,11,6,1,"19 - MARSEILLE 8","E MAT CHATEAU SAINT JACQUES","56 BD DE LA VALBARELLE",759,761,217,2,5,210,6,8,"MANIN Hervé",3,"OHANESSIAN Yannick",37,"SIGNES Jean-Marc",22,"CHAMASSIAN Pascal",8,"ALLISIO Franck",54,"ASSANTE Robert",11,"RAVIER Julien",68,"DE CAMBIAIRE François",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
